NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
35717	tor	torso	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	35717	NCBI Ortholog
38746	ple	pale	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	38746	NCBI Ortholog
33782	Lam	Lamin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	33782	NCBI Ortholog
34263	numb	numb	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	34263	NCBI Ortholog
35509	ap	apterous	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	35509	NCBI Ortholog
39150	Ilp2	Insulin-like peptide 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	39150	NCBI Ortholog
39340	CycA	Cyclin A	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	39340	NCBI Ortholog
2768677	p53	p53	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	2768677	NCBI Ortholog
32813	upd1	unpaired 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	32813	NCBI Ortholog
34521	piwi	P-element induced wimpy testis	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34521	NCBI Ortholog
37247	hpo	hippo	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37247	NCBI Ortholog
43651	wts	warts	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43651	NCBI Ortholog
32080	hop	hopscotch	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	32080	NCBI Ortholog
33418	Rab5	Rab5	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	33418	NCBI Ortholog
34569	salm	spalt major	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34569	NCBI Ortholog
40048	Cat	Catalase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40048	NCBI Ortholog
40650	Orco	Odorant receptor co-receptor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	40650	NCBI Ortholog
40975	ato	atonal	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40975	NCBI Ortholog
41625	Ace	Acetylcholine esterase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	41625	NCBI Ortholog
43517	ncd	non-claret disjunctional	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	43517	NCBI Ortholog
43542	trp	transient receptor potential	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	43542	NCBI Ortholog
35190	Ddc	Dopa decarboxylase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	35190	NCBI Ortholog
37528	Fmr1	Fragile X messenger ribonucleoprotein 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	11	37528	NCBI Ortholog
39173	Dronc	Death regulator Nedd2-like caspase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	39173	NCBI Ortholog
40014	grim	grim	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40014	NCBI Ortholog
41740	su(Hw)	suppressor of Hairy wing	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	41740	NCBI Ortholog
43161	E(spl)m8-HLH	Enhancer of split m8, helix-loop-helix	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43161	NCBI Ortholog
45328	sens	senseless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	45328	NCBI Ortholog
48583	Hsp70Bc	Heat shock protein 70 Bc	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1		
33059	run	runt	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	33059	NCBI Ortholog
41273	hth	homothorax	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	41273	NCBI Ortholog
41737	trx	trithorax	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	41737	NCBI Ortholog
42446	Pi3K92E	Phosphatidylinositol 3-kinase 92E	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	42446	NCBI Ortholog
44448	scrib	scribble	Drosophila melanogaster	fruit fly	PROTEIN_CODING	18	44448	NCBI Ortholog
33569	Thor	thor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	33569	NCBI Ortholog
31227	gt	giant	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	31227	NCBI Ortholog
31816	Moe	Moesin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	13	31816	NCBI Ortholog
38654	S6k	Ribosomal protein S6 kinase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	38654	NCBI Ortholog
43769	pan	pangolin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	43769	NCBI Ortholog
32981	Cdc42	Cell division cycle 42	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	32981	NCBI Ortholog
35225	Top2	Topoisomerase 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	35225	NCBI Ortholog
32256	hep	hemipterous	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	32256	NCBI Ortholog
34284	Pka-C1	Protein kinase, cAMP-dependent, catalytic subunit 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	34284	NCBI Ortholog
37065	stau	staufen	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	37065	NCBI Ortholog
42501	Rab11	Rab11	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	42501	NCBI Ortholog
43256	spz	spatzle	Drosophila melanogaster	fruit fly	PROTEIN_CODING	8	43256	NCBI Ortholog
44921	Hsp70Ba	Heat shock protein 70 Ba	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1		
39203	E(z)	Enhancer of zeste	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	39203	NCBI Ortholog
39683	AGO2	Argonaute 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	39683	NCBI Ortholog
33565	msl-2	male-specific lethal 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	33565	NCBI Ortholog
39054	Rdl	Resistant to dieldrin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	39054	NCBI Ortholog
40832	Dfd	Deformed	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40832	NCBI Ortholog
42536	tin	tinman	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	42536	NCBI Ortholog
31165	usp	ultraspiracle	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	31165	NCBI Ortholog
32100	Polr2A	RNA polymerase II subunit A	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	32100	NCBI Ortholog
34524	aub	aubergine	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	34524	NCBI Ortholog
38231	alpha-Spec	alpha Spectrin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	38231	NCBI Ortholog
43038	bam	bag of marbles	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43038	NCBI Ortholog
31230	z	zeste	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	31230	NCBI Ortholog
34413	da	daughterless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	34413	NCBI Ortholog
40336	park	parkin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	40336	NCBI Ortholog
34982	dac	dachshund	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	34982	NCBI Ortholog
43162	gro	groucho	Drosophila melanogaster	fruit fly	PROTEIN_CODING	10	43162	NCBI Ortholog
43991	Pten	Phosphatase and tensin homolog	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	43991	NCBI Ortholog
31802	oc	ocelliless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	31802	NCBI Ortholog
35523	mle	maleless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	35523	NCBI Ortholog
42550	E2f1	E2F transcription factor 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	42550	NCBI Ortholog
34969	cact	cactus	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	34969	NCBI Ortholog
35341	cad	caudal	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	35341	NCBI Ortholog
36746	sli	slit	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	36746	NCBI Ortholog
31717	sn	singed	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	31717	NCBI Ortholog
32001	Atg8a	Autophagy-related 8a	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	32001	NCBI Ortholog
32026	v	vermilion	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	32026	NCBI Ortholog
41085	neur	neuralized	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	41085	NCBI Ortholog
48317	ttk	tramtrack	Drosophila melanogaster	fruit fly	PROTEIN_CODING	8	48317	NCBI Ortholog
33627	ft	fat	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	33627	NCBI Ortholog
35652	Dscam1	Down syndrome cell adhesion molecule 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	75	35652	NCBI Ortholog
36329	Cam	Calmodulin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	5	36329	NCBI Ortholog
37603	robo1	roundabout 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	37603	NCBI Ortholog
31181	ph-p	polyhomeotic proximal	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	31181	NCBI Ortholog
32536	sd	scalloped	Drosophila melanogaster	fruit fly	PROTEIN_CODING	22	32536	NCBI Ortholog
37230	hts	hu li tai shao	Drosophila melanogaster	fruit fly	PROTEIN_CODING	16	37230	NCBI Ortholog
39075	Hsp26	Heat shock protein 26	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	39075	NCBI Ortholog
39564	btl	breathless	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	39564	NCBI Ortholog
39744	brm	brahma	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	39744	NCBI Ortholog
40090	fz2	frizzled 2	Drosophila melanogaster	fruit fly	PROTEIN_CODING	8	40090	NCBI Ortholog
40162	cyc	cycle	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40162	NCBI Ortholog
49228	mod(mdg4)	modifier of mdg4	Drosophila melanogaster	fruit fly	PROTEIN_CODING	31	49228	NCBI Ortholog
31792	Nrg	Neuroglian	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	31792	NCBI Ortholog
33824	Gpdh1	Glycerol-3-phosphate dehydrogenase 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	33824	NCBI Ortholog
34411	Cdk1	Cyclin-dependent kinase 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	34411	NCBI Ortholog
36390	Iswi	Imitation SWI	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36390	NCBI Ortholog
38131	mwh	multiple wing hairs	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	38131	NCBI Ortholog
39833	aos	argos	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	39833	NCBI Ortholog
44339	imd	immune deficiency	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	44339	NCBI Ortholog
31607	Pink1	PTEN-induced putative kinase 1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	9	31607	NCBI Ortholog
31883	lz	lozenge	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	31883	NCBI Ortholog
36057	Jra	Jun-related antigen	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	36057	NCBI Ortholog
41483	Su(var)3-9	Suppressor of variegation 3-9	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	41483	NCBI Ortholog
42249	ChAT	Choline acetyltransferase	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	42249	NCBI Ortholog
42752	orb	oo18 RNA-binding protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	7	42752	NCBI Ortholog
36491	cnn	centrosomin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	12	36491	NCBI Ortholog
36544	AGO1	Argonaute-1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	36544	NCBI Ortholog
36636	AttA	Attacin-A	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	36636	NCBI Ortholog
36878	Sod2	Superoxide dismutase 2 (Mn)	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	36878	NCBI Ortholog
38196	nSyb	neuronal Synaptobrevin	Drosophila melanogaster	fruit fly	PROTEIN_CODING	8	38196	NCBI Ortholog
64880	chico	chico	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	64880	NCBI Ortholog
32498	sog	short gastrulation	Drosophila melanogaster	fruit fly	PROTEIN_CODING	3	32498	NCBI Ortholog
35045	Dif	Dorsal-related immunity factor	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	35045	NCBI Ortholog
40459	Csp	Cysteine string protein	Drosophila melanogaster	fruit fly	PROTEIN_CODING	6	40459	NCBI Ortholog
40817	lab	labial	Drosophila melanogaster	fruit fly	PROTEIN_CODING	2	40817	NCBI Ortholog
40828	zen	zerknullt	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	40828	NCBI Ortholog
41612	sim	single-minded	Drosophila melanogaster	fruit fly	PROTEIN_CODING	4	41612	NCBI Ortholog
43596	CecA1	Cecropin A1	Drosophila melanogaster	fruit fly	PROTEIN_CODING	1	43596	NCBI Ortholog
