Gene ID	Protein accession
135085421	XP_063836317.1
135075122	XP_063825538.1
135075130	XP_063825549.1
135086014	XP_063836890.1
135075139	XP_063825560.1
135085521	XP_063836404.1
135077053	XP_063827723.1
135087638	XP_063838450.1
135077064	XP_063827731.1
135077077	XP_063827735.1
135087629	XP_063838439.1
135087591	XP_063838389.1
135087618	XP_063838430.1
135087330	XP_063838210.1
135086433	XP_063837253.1
135075146	XP_063825572.1
135075158	XP_063825580.1
135086519	XP_063837350.1
135086714	XP_063837599.1
135086881	XP_063837809.1
135086804	XP_063837707.1
135086965	XP_063837916.1
135075165	XP_063825593.1
135075174	XP_063825605.1
135075181	XP_063825618.1
135075191	XP_063825628.1
135075202	XP_063825639.1
135075210	XP_063825651.1
135075220	XP_063825663.1
135075230	XP_063825672.1
135087065	XP_063838008.1
135087248	XP_063838161.1
135087152	XP_063838099.1
135087672	XP_063838489.1
135087680	XP_063838499.1
135087689	XP_063838511.1
135087703	XP_063838531.1
135087710	XP_063838546.1
135077090	XP_063827741.1
135087717	XP_063838558.1
135077103	XP_063827746.1
135087727	XP_063838569.1
135087763	XP_063838622.1
135087771	XP_063838633.1
135087742	XP_063838589.1
135087755	XP_063838609.1
135087780	XP_063838645.1
135087791	XP_063838657.1
135075272	XP_063825726.1
135087816	XP_063838691.1
135087834	XP_063838725.1
135087826	XP_063838703.1
135087957	XP_063838897.1
135087839	XP_063838738.1
135087864	XP_063838774.1
135076721	XP_063827215.1
135087884	XP_063838797.1
135087875	XP_063838786.1
135075300	XP_063825765.1
135075292	XP_063825755.1
135087966	XP_063838907.1
135075304	XP_063825790.1
135075314	XP_063825802.1
135075324	XP_063825810.1
135087900	XP_063838822.1
135087891	XP_063838809.1
135077117	XP_063827753.1
135088068	XP_063839024.1
135077129	XP_063827762.1
135075332	XP_063825823.1
135075338	XP_063825838.1
135075343	XP_063825850.1
135075352	XP_063825862.1
135075360	XP_063825873.1
135088009	XP_063838961.1
135077149	XP_063827776.1
135077161	XP_063827786.1
135077172	XP_063827794.1
135077182	XP_063827804.1
135077192	XP_063827815.1
135088017	XP_063838972.1
135087986	XP_063838933.1
135088028	XP_063838982.1
135088050	XP_063839004.1
135087907	XP_063838833.1
135075365	XP_063825884.1
135088038	XP_063838991.1
135088057	XP_063839016.1
135076730	XP_063827224.1
135088077	XP_063839036.1
135088097	XP_063839057.1
135077203	XP_063827822.1
135088086	XP_063839047.1
135087934	XP_063838867.1
135087917	XP_063838845.1
135087925	XP_063838854.1
135077224	XP_063827838.1
135087999	XP_063838951.1
135077235	XP_063827848.1
135075386	XP_063825902.1
135075377	XP_063825895.1
135088170	XP_063839132.1
135088130	XP_063839085.1
135088190	XP_063839154.1
135088220	XP_063839175.1
135088207	XP_063839166.1
135088241	XP_063839195.1
135088231	XP_063839183.1
135088253	XP_063839203.1
135088271	XP_063839221.1
135075393	XP_063825911.1
135088290	XP_063839231.1
135088302	XP_063839239.1
135077245	XP_063827856.1
135077255	XP_063827864.1
135077263	XP_063827870.1
135075408	XP_063825924.1
135088314	XP_063839243.1
135088326	XP_063839250.1
135075421	XP_063825936.1
135088360	XP_063839282.1
135088403	XP_063839316.1
135077271	XP_063827880.1
135075430	XP_063825943.1
135088458	XP_063839347.1
135088419	XP_063839317.1
135088442	XP_063839327.1
135071060	XP_063824351.1
135088466	XP_063839364.1
135088476	XP_063839374.1
135088487	XP_063839385.1
135080218	XP_063834231.1
135088497	XP_063839395.1
135088530	XP_063839444.1
135088543	XP_063839453.1
135088553	XP_063839464.1
135088523	XP_063839432.1
135075443	XP_063825956.1
135071076	XP_063820902.1
135075458	XP_063825971.1
135088566	XP_063839484.1
135088645	XP_063839642.1
135075476	XP_063825988.1
135088652	XP_063820882.1
135088572	XP_063839497.1
135087761	XP_063838997.1
135088583	XP_063839530.1
135075507	XP_063826013.1
135075522	XP_063826019.1
135071061	XP_063821234.1
135088588	XP_063839555.1
135088592	XP_063839568.1
135075554	XP_063826048.1
135075565	XP_063826058.1
135071094	XP_063820925.1
135075575	XP_063826069.1
135075584	XP_063826078.1
135071086	XP_063820911.1
135075608	XP_063826096.1
135088607	XP_063839587.1
135071970	XP_063822275.1
135071113	XP_063820956.1
135071137	XP_063820979.1
135075620	XP_063826103.1
135071147	XP_063820991.1
135071159	XP_063821002.1
135072850	XP_063823273.1
135071177	XP_063821018.1
135071204	XP_063821053.1
135071187	XP_063821029.1
135073730	XP_063824352.1
135075631	XP_063826110.1
135071196	XP_063821041.1
135074602	XP_063825356.1
135075640	XP_063826119.1
135071214	XP_063821062.1
135071328	XP_063821194.1
135075648	XP_063826132.1
135071246	XP_063821104.1
135071274	XP_063821138.1
135075520	XP_063826348.1
135071258	XP_063821116.1
135071263	XP_063821128.1
135075656	XP_063826145.1
135071318	XP_063821183.1
135071291	XP_063821154.1
135071364	XP_063821226.1
135071374	XP_063821239.1
135075667	XP_063826155.1
135075671	XP_063826181.1
135071346	XP_063821210.1
135075672	XP_063826196.1
135076457	XP_063827302.1
135071385	XP_063821250.1
135071396	XP_063821260.1
135071428	XP_063821289.1
135071403	XP_063821268.1
135071444	XP_063821308.1
135071455	XP_063821312.1
135077383	XP_063828331.1
135071525	XP_063821380.1
135071465	XP_063821321.1
135071477	XP_063821329.1
135071488	XP_063821337.1
135071497	XP_063821348.1
135075696	XP_063826222.1
135071617	XP_063821453.1
135075704	XP_063826232.1
135071545	XP_063821389.1
135078332	XP_063829278.1
135071634	XP_063821471.1
135071658	XP_063821498.1
135071668	XP_063821508.1
135071681	XP_063821530.1
135079281	XP_063830301.1
135075722	XP_063826247.1
135071777	XP_063821659.1
135071796	XP_063821697.1
135071696	XP_063821546.1
135071705	XP_063821558.1
135071840	XP_063821747.1
135071850	XP_063821758.1
135071714	XP_063821569.1
135071725	XP_063821578.1
135071751	XP_063821613.1
135071760	XP_063821623.1
135071767	XP_063821637.1
135071820	XP_063821720.1
135071858	XP_063821769.1
135071863	XP_063821781.1
135081156	XP_063832269.1
135075735	XP_063826268.1
135075740	XP_063826281.1
135071873	XP_063821792.1
135071892	XP_063821824.1
135071880	XP_063821804.1
135071910	XP_063821849.1
135071901	XP_063821837.1
135082103	XP_063833273.1
135075749	XP_063826293.1
135083085	XP_063834232.1
135084065	XP_063835212.1
135072122	XP_063822148.1
135072064	XP_063822081.1
135071937	XP_063821899.1
135071917	XP_063821862.1
135072178	XP_063822207.1
135072132	XP_063822156.1
135071943	XP_063821912.1
135071952	XP_063821921.1
135071958	XP_063821935.1
135075768	XP_063826322.1
135072198	XP_063822224.1
135072048	XP_063822055.1
135072141	XP_063822163.1
135071966	XP_063821945.1
135085002	XP_063836177.1
135072035	XP_063822033.1
135072009	XP_063822002.1
135071999	XP_063821991.1
135076741	XP_063827235.1
135075830	XP_063826364.1
135072018	XP_063822015.1
135072227	XP_063822245.1
135072216	XP_063822236.1
135072323	XP_063822316.1
135075846	XP_063826382.1
135072239	XP_063822255.1
135072250	XP_063822262.1
135072263	XP_063822277.1
135075856	XP_063826388.1
135072274	XP_063822286.1
135076751	XP_063827246.1
135072299	XP_063822306.1
135072355	XP_063822321.1
135072339	XP_063822317.1
135072397	XP_063822380.1
135072363	XP_063822334.1
135085979	XP_063837143.1
135075890	XP_063826422.1
135072534	XP_063822550.1
135072551	XP_063822580.1
135076761	XP_063827257.1
135072510	XP_063822524.1
135072613	XP_063822681.1
135072575	XP_063822613.1
135072415	XP_063822389.1
135072599	XP_063822656.1
135072436	XP_063822408.1
135076771	XP_063827270.1
135072446	XP_063822420.1
135072588	XP_063822634.1
135072626	XP_063822702.1
135072604	XP_063822669.1
135072453	XP_063822433.1
135072477	XP_063822471.1
135072619	XP_063822691.1
135072482	XP_063822483.1
135075916	XP_063826442.1
135075908	XP_063826436.1
135072652	XP_063822737.1
135072769	XP_063822879.1
135072802	XP_063822912.1
135072861	XP_063822971.1
135072881	XP_063822984.1
135072685	XP_063822766.1
135075929	XP_063826449.1
135075938	XP_063826459.1
135075952	XP_063826472.1
135075963	XP_063826483.1
135076779	XP_063827281.1
135075971	XP_063826491.1
135072818	XP_063822929.1
135076786	XP_063827293.1
135075987	XP_063826505.1
135072852	XP_063822964.1
135072871	XP_063822979.1
135072743	XP_063822852.1
135072702	XP_063822796.1
135072750	XP_063822860.1
135086830	XP_063838032.1
135072794	XP_063822904.1
135072785	XP_063822895.1
135075997	XP_063826515.1
135072911	XP_063823008.1
135072901	XP_063822999.1
135072923	XP_063823013.1
135072931	XP_063823020.1
135076007	XP_063826525.1
135072942	XP_063823026.1
135073029	XP_063823104.1
135073085	XP_063823193.1
135072992	XP_063823064.1
135073076	XP_063823165.1
135073052	XP_063823137.1
135073024	XP_063823092.1
135073002	XP_063823072.1
135073011	XP_063823082.1
135073066	XP_063823154.1
135087590	XP_063838425.1
135087679	XP_063838536.1
135076031	XP_063826553.1
135076053	XP_063826579.1
135073079	XP_063823180.1
135072976	XP_063823051.1
135087762	XP_063838656.1
135076062	XP_063826592.1
135073100	XP_063823211.1
135073109	XP_063823223.1
135073164	XP_063823289.1
135073119	XP_063823233.1
135073146	XP_063823266.1
135073138	XP_063823253.1
135073129	XP_063823244.1
135073156	XP_063823276.1
135073168	XP_063823303.1
135073198	XP_063823354.1
135073209	XP_063823372.1
135087843	XP_063838778.1
135076074	XP_063826600.1
135073215	XP_063823385.1
135073263	XP_063823447.1
135073225	XP_063823397.1
135073280	XP_063823469.1
135073291	XP_063823478.1
135073272	XP_063823459.1
135073301	XP_063823491.1
135076083	XP_063826611.1
135076091	XP_063826622.1
135073348	XP_063823572.1
135073307	XP_063823502.1
135073357	XP_063823582.1
135087930	XP_063838893.1
135073375	XP_063823600.1
135073383	XP_063823613.1
135073406	XP_063823660.1
135073415	XP_063823669.1
135073398	XP_063823649.1
135073393	XP_063823636.1
135088013	XP_063838998.1
135076109	XP_063826643.1
135088115	XP_063839103.1
135076118	XP_063826655.1
135076127	XP_063826668.1
135073438	XP_063823693.1
135073898	XP_063824221.1
135073467	XP_063823723.1
135073477	XP_063823733.1
135076164	XP_063826703.1
135073487	XP_063823744.1
135073534	XP_063823785.1
135073545	XP_063823793.1
135073496	XP_063823754.1
135073504	XP_063823761.1
135073513	XP_063823771.1
135088203	XP_063839191.1
135073583	XP_063823822.1
135073574	XP_063823816.1
135073556	XP_063823799.1
135073811	XP_063824083.1
135073826	XP_063824100.1
135073771	XP_063824015.1
135073885	XP_063824195.1
135073863	XP_063824158.1
135076795	XP_063827308.1
135073593	XP_063823830.1
135076802	XP_063827321.1
135073602	XP_063823837.1
135073880	XP_063824181.1
135073837	XP_063824123.1
135073872	XP_063824169.1
135073891	XP_063824209.1
135073614	XP_063823846.1
135073624	XP_063823856.1
135073634	XP_063823865.1
135073674	XP_063823892.1
135076194	XP_063826743.1
135073786	XP_063824036.1
135073852	XP_063824147.1
135073690	XP_063823897.1
135073699	XP_063823908.1
135073711	XP_063823928.1
135076210	XP_063826767.1
135088320	XP_063839271.1
135073845	XP_063824134.1
135088430	XP_063839352.1
135073719	XP_063823942.1
135088522	XP_063839463.1
135073725	XP_063823955.1
135073744	XP_063823982.1
135073751	XP_063823995.1
135088589	XP_063839595.1
135071062	XP_063820915.1
135071151	XP_063821024.1
135073795	XP_063824047.1
135071342	XP_063821235.1
135073760	XP_063824004.1
135071438	XP_063821324.1
135073913	XP_063824237.1
135076240	XP_063826795.1
135074082	XP_063824460.1
135076250	XP_063826807.1
135076260	XP_063826817.1
135073943	XP_063824279.1
135073951	XP_063824292.1
135071540	XP_063821416.1
135073960	XP_063824303.1
135073969	XP_063824315.1
135076271	XP_063826827.1
135073980	XP_063824335.1
135074037	XP_063824417.1
135074070	XP_063824450.1
135076282	XP_063826838.1
135073992	XP_063824353.1
135074006	XP_063824374.1
135074011	XP_063824387.1
135071646	XP_063821516.1
135074020	XP_063824398.1
135076810	XP_063827331.1
135076819	XP_063827343.1
135074046	XP_063824428.1
135074180	XP_063824554.1
135074190	XP_063824560.1
135074141	XP_063824519.1
135074129	XP_063824503.1
135074168	XP_063824545.1
135074161	XP_063824538.1
135074204	XP_063824578.1
135074110	XP_063824490.1
135076312	XP_063826865.1
135076321	XP_063826878.1
135071812	XP_063821746.1
135074119	XP_063824497.1
135076332	XP_063826889.1
135076822	XP_063827358.1
135076337	XP_063826901.1
135076352	XP_063826919.1
135074222	XP_063824589.1
135074395	XP_063824745.1
135074385	XP_063824734.1
135076828	XP_063827369.1
135074373	XP_063824714.1
135074355	XP_063824685.1
135076381	XP_063826945.1
135074428	XP_063824793.1
135076399	XP_063826958.1
135071896	XP_063821867.1
135074422	XP_063824783.1
135076415	XP_063826959.1
135076428	XP_063826968.1
135071971	XP_063821987.1
135074342	XP_063824672.1
135076443	XP_063826983.1
135074278	XP_063824632.1
135076454	XP_063826992.1
135074287	XP_063824640.1
135074297	XP_063824648.1
135076464	XP_063827002.1
135074333	XP_063824663.1
135074308	XP_063824656.1
135074320	XP_063824657.1
135074409	XP_063824764.1
135074510	XP_063824892.1
135074475	XP_063824838.1
135074502	XP_063824879.1
135074491	XP_063824868.1
135074464	XP_063824827.1
135072235	XP_063822276.1
135072350	XP_063822352.1
135074517	XP_063824905.1
135074617	XP_063825047.1
135074565	XP_063824973.1
135074574	XP_063824985.1
135074635	XP_063825071.1
135072442	XP_063822454.1
135076504	XP_063827031.1
135074526	XP_063824916.1
135076515	XP_063827040.1
135072520	XP_063822572.1
135076526	XP_063827050.1
135076546	XP_063827063.1
135074559	XP_063824960.1
135072684	XP_063822804.1
135076556	XP_063827073.1
135076570	XP_063827077.1
135076582	XP_063827085.1
135076594	XP_063827095.1
135076602	XP_063827105.1
135076849	XP_063827389.1
135076613	XP_063827113.1
135076857	XP_063827400.1
135076866	XP_063827412.1
135072851	XP_063822983.1
135074625	XP_063825058.1
135076879	XP_063827439.1
135072955	XP_063823055.1
135073199	XP_063823393.1
135073284	XP_063823506.1
135074606	XP_063825026.1
135074543	XP_063824939.1
135074657	XP_063825095.1
135073448	XP_063823726.1
135073533	XP_063823810.1
135076657	XP_063827150.1
135076668	XP_063827159.1
135073731	XP_063823998.1
135085790	XP_063836666.1
135077850	XP_063828459.1
135077861	XP_063828471.1
135077868	XP_063828482.1
135077878	XP_063828491.1
135079087	XP_063829765.1
135079149	XP_063829810.1
135085768	XP_063836642.1
135079101	XP_063829772.1
135079130	XP_063829796.1
135079119	XP_063829788.1
135085836	XP_063836695.1
135077887	XP_063828498.1
135085812	XP_063836688.1
135079160	XP_063829820.1
135077901	XP_063828507.1
135079255	XP_063829933.1
135077913	XP_063828517.1
135085845	XP_063836703.1
135077923	XP_063828526.1
135079180	XP_063829842.1
135079171	XP_063829832.1
135085857	XP_063836714.1
135079192	XP_063829851.1
135079261	XP_063829945.1
135079295	XP_063829988.1
135077934	XP_063828537.1
135077945	XP_063828550.1
135085875	XP_063836734.1
135077950	XP_063828563.1
135077959	XP_063828571.1
135079202	XP_063829862.1
135079219	XP_063829881.1
135079229	XP_063829891.1
135079236	XP_063829900.1
135079250	XP_063829917.1
135079301	XP_063830000.1
135077969	XP_063828582.1
135079309	XP_063830012.1
135077980	XP_063828591.1
135077989	XP_063828601.1
135077997	XP_063828612.1
135085892	XP_063836750.1
135078006	XP_063828625.1
135085910	XP_063836768.1
135079326	XP_063830028.1
135079380	XP_063830108.1
135079389	XP_063830115.1
135079403	XP_063830133.1
135079493	XP_063830222.1
135085921	XP_063836777.1
135079502	XP_063830232.1
135085929	XP_063836786.1
135078017	XP_063828636.1
135079412	XP_063830145.1
135079424	XP_063830154.1
135079443	XP_063830179.1
135078028	XP_063828646.1
135079464	XP_063830196.1
135079453	XP_063830187.1
135079483	XP_063830214.1
135078036	XP_063828660.1
135079909	XP_063830615.1
135079541	XP_063830266.1
135078042	XP_063828672.1
135079551	XP_063830276.1
135079562	XP_063830287.1
135079622	XP_063830319.1
135085947	XP_063836804.1
135085958	XP_063836815.1
135079632	XP_063830329.1
135079642	XP_063830338.1
135079653	XP_063830347.1
135079994	XP_063830733.1
135078059	XP_063828695.1
135078068	XP_063828706.1
135078078	XP_063828717.1
135079663	XP_063830353.1
135079680	XP_063830365.1
135078083	XP_063828730.1
135078096	XP_063828741.1
135085973	XP_063836828.1
135079704	XP_063830387.1
135078104	XP_063828752.1
135080089	XP_063830842.1
135079712	XP_063830394.1
135079933	XP_063830645.1
135080100	XP_063830852.1
135080107	XP_063830862.1
135079879	XP_063830578.1
135079729	XP_063830411.1
135078114	XP_063828763.1
135085987	XP_063836848.1
135078122	XP_063828776.1
135078129	XP_063828788.1
135078138	XP_063828797.1
135078150	XP_063828806.1
135080058	XP_063830808.1
135078160	XP_063828818.1
135078172	XP_063828827.1
135079921	XP_063830623.1
135080069	XP_063830818.1
135080025	XP_063830775.1
135079940	XP_063830658.1
135078179	XP_063828838.1
135079957	XP_063830676.1
135079967	XP_063830687.1
135080015	XP_063830755.1
135086058	XP_063836896.1
135079978	XP_063830698.1
135079983	XP_063830712.1
135079899	XP_063830603.1
135086066	XP_063836902.1
135079755	XP_063830434.1
135079782	XP_063830455.1
135079765	XP_063830441.1
135086079	XP_063836912.1
135079857	XP_063830543.1
135079801	XP_063830480.1
135086089	XP_063836924.1
135079792	XP_063830468.1
135080115	XP_063830874.1
135086103	XP_063836948.1
135079845	XP_063830532.1
135079809	XP_063830492.1
135079817	XP_063830502.1
135079824	XP_063830513.1
135086112	XP_063836969.1
135078199	XP_063828859.1
135078211	XP_063828870.1
135086113	XP_063836984.1
135079835	XP_063830523.1
135080079	XP_063830829.1
135080173	XP_063830928.1
135080184	XP_063830938.1
135078220	XP_063828881.1
135080192	XP_063830947.1
135086127	XP_063837002.1
135080199	XP_063830955.1
135080219	XP_063830974.1
135080209	XP_063830965.1
135080247	XP_063831005.1
135078229	XP_063828894.1
135080267	XP_063831027.1
135080278	XP_063831038.1
135086136	XP_063837012.1
135086147	XP_063837023.1
135078242	XP_063828916.1
135080287	XP_063831047.1
135080319	XP_063831052.1
135078252	XP_063828924.1
135086156	XP_063837034.1
135086167	XP_063837046.1
135080333	XP_063831057.1
135080343	XP_063831068.1
135080355	XP_063831077.1
135080366	XP_063831087.1
135078262	XP_063828933.1
135080376	XP_063831094.1
135078268	XP_063828939.1
135080418	XP_063831126.1
135080408	XP_063831121.1
135078277	XP_063828948.1
135080428	XP_063831136.1
135080450	XP_063831160.1
135078287	XP_063828956.1
135080526	XP_063831244.1
135080593	XP_063831338.1
135080583	XP_063831327.1
135078295	XP_063828964.1
135086213	XP_063837088.1
135080473	XP_063831182.1
135080484	XP_063831192.1
135080495	XP_063831201.1
135080517	XP_063831233.1
135080509	XP_063831221.1
135080537	XP_063831256.1
135080602	XP_063831349.1
135080610	XP_063831363.1
135080623	XP_063831381.1
135080633	XP_063831393.1
135086217	XP_063837102.1
135080639	XP_063831404.1
135086219	XP_063837117.1
135080650	XP_063831414.1
135080660	XP_063831424.1
135080680	XP_063831451.1
135080689	XP_063831464.1
135080693	XP_063831479.1
135086228	XP_063837128.1
135080702	XP_063831489.1
135086238	XP_063837133.1
135080718	XP_063831504.1
135080729	XP_063831515.1
135078301	XP_063828972.1
135080754	XP_063831549.1
135080768	XP_063831565.1
135086267	XP_063837142.1
135086274	XP_063837145.1
135078311	XP_063828982.1
135080778	XP_063831577.1
135086282	XP_063837150.1
135080789	XP_063831584.1
135086288	XP_063837152.1
135080799	XP_063831595.1
135080808	XP_063831603.1
135080877	XP_063831679.1
135080817	XP_063831613.1
135080840	XP_063831638.1
135080869	XP_063831670.1
135080888	XP_063831690.1
135080904	XP_063831707.1
135086298	XP_063837156.1
135080938	XP_063831731.1
135080951	XP_063831746.1
135080966	XP_063831761.1
135080984	XP_063831782.1
135080976	XP_063831770.1
135080993	XP_063831790.1
135086307	XP_063837165.1
135086317	XP_063837172.1
135081011	XP_063831807.1
135081027	XP_063831821.1
135081130	XP_063831944.1
135081055	XP_063831843.1
135081060	XP_063831857.1
135086336	XP_063837176.1
135081071	XP_063831865.1
135081079	XP_063831876.1
135081086	XP_063831887.1
135081140	XP_063831955.1
135086344	XP_063837184.1
135081106	XP_063831920.1
135081095	XP_063831899.1
135078355	XP_063829025.1
135081153	XP_063831960.1
135081177	XP_063831994.1
135081187	XP_063832004.1
135081194	XP_063832013.1
135086356	XP_063837188.1
135081204	XP_063832024.1
135081212	XP_063832031.1
135078370	XP_063829036.1
135081220	XP_063832040.1
135086370	XP_063837190.1
135081229	XP_063832051.1
135081260	XP_063832074.1
135086383	XP_063837193.1
135081271	XP_063832084.1
135078386	XP_063829037.1
135078421	XP_063829058.1
135081281	XP_063832091.1
135081293	XP_063832098.1
135078432	XP_063829064.1
135081556	XP_063832372.1
135081516	XP_063832315.1
135081328	XP_063832119.1
135081302	XP_063832106.1
135081315	XP_063832112.1
135081365	XP_063832157.1
135081354	XP_063832147.1
135081345	XP_063832137.1
135081382	XP_063832174.1
135081408	XP_063832182.1
135081392	XP_063832181.1
135081424	XP_063832183.1
135081526	XP_063832324.1
135081567	XP_063832383.1
135081547	XP_063832361.1
135081437	XP_063832194.1
135086405	XP_063837208.1
135081481	XP_063832264.1
135081495	XP_063832283.1
135081506	XP_063832291.1
135086425	XP_063837223.1
135081576	XP_063832392.1
135081592	XP_063832410.1
135081582	XP_063832399.1
135086430	XP_063837228.1
135081660	XP_063832503.1
135081617	XP_063832437.1
135078452	XP_063829078.1
135081671	XP_063832513.1
135078465	XP_063829085.1
135078477	XP_063829096.1
135081871	XP_063832728.1
135081817	XP_063832669.1
135081777	XP_063832639.1
135081807	XP_063832662.1
135078487	XP_063829103.1
135081676	XP_063832528.1
135081698	XP_063832561.1
135081690	XP_063832552.1
135086435	XP_063837230.1
135081750	XP_063832608.1
135081757	XP_063832619.1
135081739	XP_063832597.1
135078497	XP_063829113.1
135081766	XP_063832631.1
135081893	XP_063832748.1
135077705	XP_063828347.1
135086450	XP_063837241.1
135086458	XP_063837254.1
135081935	XP_063832774.1
135078508	XP_063829123.1
135086472	XP_063837268.1
135078519	XP_063829132.1
135081951	XP_063832775.1
135081964	XP_063832783.1
135081977	XP_063832802.1
135081987	XP_063832810.1
135082039	XP_063832862.1
135082013	XP_063832831.1
135082022	XP_063832845.1
135082048	XP_063832873.1
135082164	XP_063833005.1
135082183	XP_063833026.1
135082074	XP_063832906.1
135078540	XP_063829151.1
135082108	XP_063832931.1
135082119	XP_063832942.1
135082137	XP_063832961.1
135082226	XP_063833067.1
135082205	XP_063833044.1
135082195	XP_063833036.1
135082217	XP_063833055.1
135082235	XP_063833078.1
135082246	XP_063833087.1
135082262	XP_063833108.1
135082269	XP_063833119.1
135078551	XP_063829159.1
135082303	XP_063833163.1
135082315	XP_063833179.1
135082336	XP_063833198.1
135082346	XP_063833208.1
135082357	XP_063833217.1
135082363	XP_063833230.1
135082371	XP_063833241.1
135082382	XP_063833251.1
135082396	XP_063833262.1
135082402	XP_063833270.1
135082454	XP_063833322.1
135082443	XP_063833312.1
135082464	XP_063833333.1
135082412	XP_063833280.1
135082434	XP_063833302.1
135082423	XP_063833291.1
135082512	XP_063833385.1
135082486	XP_063833355.1
135082475	XP_063833344.1
135082504	XP_063833373.1
135082522	XP_063833396.1
135082561	XP_063833434.1
135082574	XP_063833438.1
135078560	XP_063829166.1
135078571	XP_063829175.1
135082590	XP_063833442.1
135082605	XP_063833459.1
135082632	XP_063833494.1
135082625	XP_063833482.1
135086491	XP_063837287.1
135086502	XP_063837298.1
135082616	XP_063833469.1
135082664	XP_063833526.1
135078580	XP_063829182.1
135082652	XP_063833517.1
135082683	XP_063833539.1
135082736	XP_063833581.1
135082710	XP_063833554.1
135082726	XP_063833574.1
135086511	XP_063837310.1
135082746	XP_063833588.1
135082768	XP_063833606.1
135082779	XP_063833616.1
135086520	XP_063837322.1
135082818	XP_063833654.1
135077716	XP_063828359.1
135077724	XP_063828371.1
135078590	XP_063829193.1
135082799	XP_063833633.1
135082862	XP_063833693.1
135082895	XP_063833731.1
135082903	XP_063833742.1
135082913	XP_063833752.1
135082935	XP_063833777.1
135082959	XP_063833800.1
135082970	XP_063833808.1
135086533	XP_063837337.1
135086540	XP_063837346.1
135082993	XP_063833827.1
135082982	XP_063833818.1
135083015	XP_063833852.1
135078611	XP_063829213.1
135086552	XP_063837368.1
135083025	XP_063833862.1
135083044	XP_063833881.1
135083035	XP_063833871.1
135083054	XP_063833891.1
135083108	XP_063833948.1
135083065	XP_063833902.1
135083144	XP_063833958.1
