NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
692754	SGF1	silk gland factor-1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	43383	NCBI Ortholog
692768	CatD	cathepsin D	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
732859	Tctp	translationally controlled tumor protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	41341	NCBI Ortholog
692938	Atg8	autophagy related protein Atg8	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100174816	+nsd-2	amino acid transporter-like	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100379325	Ser2	sericin 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692454	Treh-2	trehalase-2	Bombyx mori	domestic silkworm	PROTEIN_CODING	7	45368	NCBI Ortholog
768089	Oamb	Octopamine receptor in mushroom bodies	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	43982	NCBI Ortholog
692634	Jhdk	juvenile hormone diol kinase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
751082	Btr175	cadherin-like membrane protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692387	Idgf	imaginal disk growth factor	Bombyx mori	domestic silkworm	PROTEIN_CODING	6		
692510	NOS1	nitric oxide synthase 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	4		
100145905	Suc1	beta-fructofuranosidase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100146101	Tra2	transformer 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	18	36619	NCBI Ortholog
692524	Pbanr	pheromone biosynthesis activating neuropeptide receptor	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692628	hJHBP	hemolymph juvenile hormone binding protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692651	yl	Putative vitellogenin receptor yl	Bombyx mori	domestic silkworm	PROTEIN_CODING	32	32367	NCBI Ortholog
692765	Vlg	vasa-like	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	26067080	NCBI Ortholog
693074	Alpm	membrane-bound alkaline phosphatase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100135425	Ubx	ultrabithorax	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100127118	ITP	ion transport peptide	Bombyx mori	domestic silkworm	PROTEIN_CODING	6	37921	NCBI Ortholog
100270769	Igflp	IGF-like peptide	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
693009	Pdxk	pyridoxal kinase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	39066	NCBI Ortholog
692576	Iap	inhibitor of apoptosis protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
100500764	Dronc	Death regulator Nedd2-like caspase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	39173	NCBI Ortholog
693071	serpin-9	serine protease inhibitor 9	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
101738079	LOC101738079	sorbitol dehydrogenase	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692527	glv2	gloverin 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692563	Apn1	aminopeptidase N	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692639	Sod1	Superoxide dismutase 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	39251	NCBI Ortholog
692427	Pp	paralytic peptide	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692871	CrebB	Cyclic-AMP response element binding protein B	Bombyx mori	domestic silkworm	PROTEIN_CODING	27	32817	NCBI Ortholog
692372	PGRP-S1	peptidoglycan recognition protein S1	Bombyx mori	domestic silkworm	PROTEIN_CODING	8		
692398	PGRP-S5	peptidoglycan recognition protein S6	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692555	Attacin1	attacin 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692543	GSTs2	glutathione S-transferase sigma 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692544	Ago2	argonaute 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
693042	Lp-c6	low molecular lipoprotein 30K pBmHPC-6	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692528	Dnmt1	DNA cytosine-5 methyltransferase	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692780	C/EBP	chorion specific C/EBP	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692520	Ras85D	ras-like protein 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	41140	NCBI Ortholog
692586	w	eye pigment precursor family transporter white	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	31271	NCBI Ortholog
692611	bcpi	BCP inhibitor	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100270767	ple	tyrosine hydroxylase ple	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	38746	NCBI Ortholog
692595	Eip75B	Ecdysone-induced protein 75B	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	39999	NCBI Ortholog
692607	CLIP11	clip domain serine protease 11	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692738	AT	allatotropin	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
693005	Y-y	yellow-y	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100313493	Vps4	vacuolar protein sorting 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	4	32777	NCBI Ortholog
100862839	cts	cis, cis-muconate transporter protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	31614	NCBI Ortholog
101739880	mael	germ-plasm component protein maelstrom	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	40489	NCBI Ortholog
692355	mbf1	multiprotein bridging factor 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	39842	NCBI Ortholog
692772	Time	time interval measuring enzyme-esterase A4	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692791	purple	6-pyruvoyl tetrahydrobiopterin synthase purple	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	35292	NCBI Ortholog
732917	Fkbp12	FK506-binding protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
751080	Eck	ecdysteroid 22-kinase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
767621	Nuc	alkaline nuclease	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100174974	sNPF	short neuropeptide F precursor	Bombyx mori	domestic silkworm	PROTEIN_CODING	5	35286	NCBI Ortholog
692601	Ci-b1	chymotrypsin inhibitor CI-b1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100146109	Bbx-e1	bombyxin E1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
101739895	LOC101739895	uncharacterized LOC101739895	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692456	Cat	catalase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692759	scf	DNA supercoiling factor	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	38145	NCBI Ortholog
733072	Coc	cocoonase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100310832	Ibm1	IAP-binding motif 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
693072	LOC693072	fungal protease-specific inhibitor-F	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692440	Dorsal	embryonic polarity protein dorsal	Bombyx mori	domestic silkworm	PROTEIN_CODING	5		
692606	CSP4	chemosensory protein 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692362	CPR2	cuticular protein RR-1 motif 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692371	CPR4	cuticular protein RR-1 motif 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692438	CPR21	cuticular protein RR-1 motif 21	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
693018	5h4	chorion CB early protein gene 5H4	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100322874	torso	tyrosine-protein kinase receptor torso	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
693052	GOBP2	general odorant binding protein 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
693044	LP3	low molecular lipoprotein 30K pBmHPC-19	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
100124425	Rel	relish	Bombyx mori	domestic silkworm	PROTEIN_CODING	4		
692466	rl	Mitogen-activated protein kinase rl	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	3354888	NCBI Ortholog
692470	Or-3	olfactory receptor 3	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692677	CSP13	chemosensory protein 13	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692419	Or-1	olfactory receptor 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692603	AkhR	Adipokinetic hormone receptor	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	33942	NCBI Ortholog
100101196	GlcNAcase2	beta-N-acetylglucosaminidase 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100144550	ae40	alpha-esterase 40	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100233163	Chc	clathrin heavy chain	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	32537	NCBI Ortholog
692383	stv	BAG domain-containing protein starvin	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	39518	NCBI Ortholog
692396	Alps	soluble alkaline phosphatase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692446	Ets	transcription factor Ets	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692649	Irbp18	Inverted repeat binding protein 18 kDa	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	39243	NCBI Ortholog
693010	Pnpo	pyridoxine 5'-phosphate oxidase	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
778465	14-3-3epsilon	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	42186	NCBI Ortholog
778489	CTL10	C-type lectin 10	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692617	CSP10	chemosensory protein 10	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
778471	LP4	low molecular lipoprotein 30K pBmHPC-21	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692751	ry	xanthine dehydrogenase rosy	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	41605	NCBI Ortholog
692757	Xdh2	xanthine dehydrogenase 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100169714	Bbx-a6	bombyxin A-6	Bombyx mori	domestic silkworm	PROTEIN_CODING			
100174935	NGR-A24	neuropeptide receptor A24	Bombyx mori	domestic silkworm	PROTEIN_CODING	4		
100379326	CPR92	cuticular protein RR-2 motif 92	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100101199	para	sodium voltage-gated channel paralytic	Bombyx mori	domestic silkworm	PROTEIN_CODING	51	32619	NCBI Ortholog
100136948	Ser3	sericin 3	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100144547	Mmp1	matrix metalloproteinase 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	16	37949	NCBI Ortholog
100846979	IBP2	insulin-related peptide binding protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692457	Dhr-1	diapause hormone receptor-1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
693054	Ser-4	serotonin receptor 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
693055	LOC693055	octopamine receptor	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	42452	NCBI Ortholog
693031	Bcp	fibroinase	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	36546	NCBI Ortholog
100141428	Dredd	death related ced-3/Nedd2-like protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	31011	NCBI Ortholog
692404	CPR99	cuticular protein RR-2 motif 99	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692613	Orco	odorant receptor co-receptor	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	40650	NCBI Ortholog
100049169	Burs	Cuticle-tanning hormone bursicon	Bombyx mori	domestic silkworm	PROTEIN_CODING	4	42560	NCBI Ortholog
100126553	serpin-6	serine protease inhibitor 6	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100174847	CTL6	C-type lectin 6	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	37930	NCBI Ortholog
692370	Apn2	aminopeptidase N	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692553	6tox	antimicrobial protein 6Tox	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692562	Hr3	hormone receptor 3	Bombyx mori	domestic silkworm	PROTEIN_CODING	8	36073	NCBI Ortholog
692573	serpin-2	serine protease inhibitor 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	12		
692688	serpin-5	serine protease inhibitor 5	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
693061	cad	caudal type homeobox	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	35341	NCBI Ortholog
100125603	Ash2	achaete-scute-like protein ASH2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100127018	Hrb27C	Heterogeneous nuclear ribonucleoprotein at 27C	Bombyx mori	domestic silkworm	PROTEIN_CODING	8	33968	NCBI Ortholog
100873153	RnrS	ribonucleoside-diphosphate reductase subunit M2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	36280	NCBI Ortholog
101735672	Aurora-B	aurora kinase B-like	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	34504	NCBI Ortholog
692349	Sxl	sex-lethal	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692381	AnnIX	Annexin IX	Bombyx mori	domestic silkworm	PROTEIN_CODING	4	42492	NCBI Ortholog
692439	Rox8	TIA1 cytotoxic granule associated RNA binding protein Rox8	Bombyx mori	domestic silkworm	PROTEIN_CODING	4	42848	NCBI Ortholog
692775	fabp	fatty acid binding protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	3772232	NCBI Ortholog
100136938	SPZ1	spatzle-1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100862838	_Bre4	glycosyltransferase	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692475	glv1	gloverin 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
692476	glv3	gloverin 3	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
751090	glv4	gloverin 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
778499	Hsp20.8	heat shock protein hsp20.8	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692428	Tua1	alpha-tubulin	Bombyx mori	domestic silkworm	PROTEIN_CODING	8		
692580	Oda	Ornithine decarboxylase antizyme	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	36307	NCBI Ortholog
692680	Eif2g	translation initiation factor 2 gamma subunit	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
693003	Y-b	yellow-b	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692597	Spi1	Kazal-type serine proteinase inhibitor 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100124421	Ago1	argonaute 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	36544	NCBI Ortholog
100272192	serpin-28	serine protease inhibitor 28	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692629	Crt	calreticulin	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	41166	NCBI Ortholog
692730	Pburs	Partner of Bursicon	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	34845	NCBI Ortholog
692745	WNT-1	protein Wnt-1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	34009	NCBI Ortholog
100174932	NGR-A21	neuropeptide receptor A21	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	39409	NCBI Ortholog
100127120	sad	Cytochrome P450 family protein sad	Bombyx mori	domestic silkworm	PROTEIN_CODING	5	44858	NCBI Ortholog
100158253	Pi3K21B	phosphatidylinositol 3-kinase regulatory subunit alpha	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	33203	NCBI Ortholog
100620065	FANCD2	Fanconi anemia, complementation group D2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	2768674	NCBI Ortholog
100873155	geminin	geminin DNA replication inhibitor	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	35563	NCBI Ortholog
100145916	A4	actin A4	Bombyx mori	domestic silkworm	PROTEIN_CODING	5		
100328605	SCRB4	scavenger receptor class B member 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100141440	GSTe4	glutathione S-transferase epsilon 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100141443	GSTt1	glutathione S-transferase theta 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100144542	Nos	Nitric oxide synthase	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	34495	NCBI Ortholog
692521	GSTd2	glutathione S-transferase delta 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
732973	GSTo3	glutathione S-transferase omega 3	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100146102	Slp	hemolymph protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100302616	DnaJ-1	DnaJ (Hsp40) homolog 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692650	ix	mediator complex subunit intersex	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	45881	NCBI Ortholog
100187553	Dh31-R	Diuretic hormone 31 Receptor	Bombyx mori	domestic silkworm	PROTEIN_CODING	11	36475	NCBI Ortholog
692442	Galphaq	G protein alpha q subunit	Bombyx mori	domestic silkworm	PROTEIN_CODING	6	36384	NCBI Ortholog
692740	EH	eclosion hormone	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	42101	NCBI Ortholog
100144599	18w	18 wheeler	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100301493	Aqp	aquaporin	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	36237	NCBI Ortholog
100379185	cact	NF-kappa-B inhibitor cactus	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	34969	NCBI Ortholog
692368	PPAE	prophenoloxidase activating enzyme	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692378	Kettin	kettin protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	44013	NCBI Ortholog
692502	CkIIalpha	casein kinase II subunit alpha	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	48448	NCBI Ortholog
692538	CkIIbeta	casein kinase II subunit beta	Bombyx mori	domestic silkworm	PROTEIN_CODING	5	32132	NCBI Ortholog
693016	BGRP2	beta-1,3-glucan recognition protein 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
732851	PGRP-S2	peptidoglycan recognition protein S2	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100379330	CPT1	cuticular protein tweedle motif 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100379510	CPG13	cuticular protein glycine-rich 13	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100379512	CPG10	cuticular protein glycine-rich 10	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692437	CPG4	cuticular protein glycine-rich 4	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692507	CPG1	cuticular protein glycine-rich 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
693048	CPR41	cuticular protein RR-1 motif 41	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
101746194	LOC101746194	glutathione S-transferase 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100272180	serpin-16	serine protease inhibitor 16	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692790	Pp-bp	paralytic peptide binding protein 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100141439	SPR	Sex peptide receptor	Bombyx mori	domestic silkworm	PROTEIN_CODING	3	31463	NCBI Ortholog
100174840	Ork	orcokinin	Bombyx mori	domestic silkworm	PROTEIN_CODING	5		
692443	Crz	corazonin	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
778484	CSP11	chemosensory protein 11	Bombyx mori	domestic silkworm	PROTEIN_CODING	5		
100141430	Dopr2	dopamine receptor 2	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100141434	Dopr1	dopamine receptor-1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100884166	kkv	hyaluronan synthase-like protein kkv	Bombyx mori	domestic silkworm	PROTEIN_CODING	5	45884	NCBI Ortholog
101736606	LOC101736606	macrophage mannose receptor 1	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
101739821	LOC101739821	cecropin-like	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692369	CecD	cecropin D	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692593	UGT40A1	phenol UDP-glucosyltransferase	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692679	Snmp1	sensory neuron membrane protein-1	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
692743	LOC692743	hemocytin	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692747	LOC692747	antennapedia homologue protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	4		
692778	Defensin	defensin-like protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
100272172	Abd-b	abdominal B	Bombyx mori	domestic silkworm	PROTEIN_CODING	4		
692424	sta	stubarista 40S ribosomal protein SA	Bombyx mori	domestic silkworm	PROTEIN_CODING	2	31106	NCBI Ortholog
692545	P38mapk	p38 map kinase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
692567	Desat1	acyl-CoA delta-11 desaturase/conjugase	Bombyx mori	domestic silkworm	PROTEIN_CODING	1		
693056	CPR146	collagen	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100124424	Cyp9a22	cytochrome P450 CYP9A22	Bombyx mori	domestic silkworm	PROTEIN_CODING	3		
100174831	CAPA	CAPA/CAP2b protein	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
100036578	Cyp18a1	cytochrome P450 18a1	Bombyx mori	domestic silkworm	PROTEIN_CODING	1	32858	NCBI Ortholog
100101149	RpL34	ribosomal protein L34	Bombyx mori	domestic silkworm	PROTEIN_CODING	2		
